LR,Heads,Embeddings,Block Size,Batch Size,Layers,Size,final_loss,total_training_time,Step 0 Loss,Step 100 Loss,Step 200 Loss,Step 300 Loss,Step 400 Loss,Step 500 Loss,Step 600 Loss,Step 700 Loss,Step 800 Loss,Step 900 Loss,Step 1000 Loss,Step 1100 Loss,Step 1200 Loss,Step 1300 Loss,Step 1400 Loss,Generated Text
0.0003,6,384,64,32,4,"[2048, 86]",1.3993961811065674,114.23512363433838,4.6114,2.5004,2.2871,2.0299,1.8677,1.7612,1.6752,1.6029,1.5463,1.4980,1.4586,1.4198,1.3706,1.3477,1.3055,Arphad over. Gratta\nstood atwn! Ot him pay prosselented they were to reched net\npookierhofigh EambR.
0.0003,6,384,64,32,6,"[2048, 86]",1.2995630502700806,164.94897484779358,4.6136,2.4761,2.2443,1.9798,1.8302,1.7145,1.6146,1.5543,1.4893,1.4447,1.3905,1.3424,1.3056,1.2725,1.2328,"king what cabief the with you before Muzites.""\n""Goo sold, paid op your who I will gone let from\nentr"
0.0003,6,384,128,32,2,"[4096, 86]",1.4710062742233276,90.66688513755798,4.6127,2.5347,2.4331,2.3108,2.1282,1.9691,1.8620,1.7744,1.7101,1.6371,1.5858,1.5338,1.4955,1.4498,1.4164,"seplition.""\nGratta now, leared Aide asshed ""I have of\nthem.\n71\nCHAPTER That VarOL I – HAPTER II , he"
0.0003,6,384,128,32,4,"[4096, 86]",1.2809661626815796,162.52698969841003,4.6643,2.5145,2.3913,2.2086,1.9969,1.8511,1.7390,1.6356,1.5570,1.4865,1.4328,1.3885,1.3339,1.2970,1.2443,stiled up the make us if the smile)\nPyrranClan Clans to what as we Namal's perated up doirty sup\nus.
0.0003,6,384,128,32,6,"[4096, 86]",1.1921950578689575,235.6878924369812,4.6747,2.5007,2.3892,2.1494,1.9293,1.7732,1.6530,1.5560,1.4841,1.4113,1.3488,1.2964,1.2370,1.2016,1.1431,"GES.\nPAiin – TEARD TCORARIT\nOF THE PRArphaps, enter and the guawnain crowded back into the\nwagain, a"
0.0003,6,384,32,48,2,"[1536, 86]",1.529693603515625,60.02413082122803,4.5759,2.4537,2.1421,1.9831,1.8743,1.8046,1.7350,1.6926,1.6453,1.6192,1.5908,1.5625,1.5307,1.5097,1.4809,"a. ""Be them, and Anayah when was nexing tortie.""\n""Perhaps tuon's plealing,"" Arphad\nGratta anodded to"
0.0003,6,384,32,48,4,"[1536, 86]",1.4194451570510864,103.94104361534119,4.6494,2.4169,2.0889,1.9060,1.7879,1.7026,1.6380,1.5791,1.5329,1.4920,1.4643,1.4314,1.4028,1.3688,1.3537,"sure.""\n""The many kilews?""\nGratta told slow that from the crriffiniwere aroundran\nZechain shalued. Gr"
0.0003,6,384,32,48,6,"[1536, 86]",1.472051739692688,148.455157995224,4.5280,2.3944,2.0768,1.8871,1.7517,1.6602,1.5928,1.5306,1.4929,1.4480,1.4043,1.3829,1.3541,1.3268,1.2877,"Perhan is."" Arphades\nhad littler did snifly was if whics, vhic s the exames, ready porthing\nout too"
0.0003,6,384,64,48,2,"[3072, 86]",1.490231990814209,75.4742341041565,4.4990,2.4971,2.2485,2.0228,1.8767,1.7727,1.6993,1.6419,1.5941,1.5482,1.5115,1.4707,1.4394,1.4065,1.3756,"the celled at we some the could clear. Them sill\nbe for them in to mity?"" Gratta turned wetta lood f"
0.0003,6,384,64,48,4,"[3072, 86]",1.2528388500213623,134.59801983833313,4.5736,2.4646,2.1916,1.9554,1.7955,1.6735,1.5903,1.5299,1.4636,1.4100,1.3606,1.3225,1.2909,1.2491,1.2187,"Priest, and they had spoke a bowed at he gaster fathere\nbapped ackrier to ent. The ear hurrised. Pel"
0.0003,6,384,64,48,6,"[3072, 86]",1.1996766328811646,193.04959678649902,4.5878,2.4684,2.1831,1.9011,1.7456,1.6239,1.5381,1.4570,1.3941,1.3411,1.2902,1.2466,1.1950,1.1544,1.1114,Gratta smiled already's. It wounced by tornes at the came\naudd. How smasted know the tetured to cowl
0.0003,6,384,128,48,2,"[6144, 86]",1.4059637784957886,116.75128769874573,4.6181,2.5269,2.4114,2.2351,2.0420,1.9068,1.8009,1.7051,1.6353,1.5765,1.5259,1.4687,1.4246,1.3787,1.3418,"sir!2514152-1111•21900 looked up."" GHE did his Rost Roi IVATE\n""Dista. ESPERAbbe was eyon's vablews."""
0.0003,6,384,128,48,4,"[6144, 86]",1.2548998594284058,213.22420263290405,4.6262,2.4967,2.3611,2.1129,1.8954,1.7424,1.6360,1.5455,1.4655,1.3981,1.3391,1.2839,1.2338,1.1820,1.1347,"smiled, ""I am please Roi.""\nNamal's suhmed and seemed, ""Why with\nit boght a lours const our pilate to"
0.0003,6,384,128,48,6,"[6144, 86]",1.1202045679092407,309.89495968818665,4.6254,2.4881,2.3454,2.0750,1.8472,1.6833,1.5690,1.4719,1.3878,1.3146,1.2501,1.1864,1.1241,1.0749,1.0051,"Keannd city to head them, he saw too crastain.\nThere mwords runnitned backs, barought the task attet"
0.0003,6,384,32,64,2,"[2048, 86]",1.509695053100586,68.04864120483398,4.6119,2.4229,2.1158,1.9545,1.8389,1.7530,1.6991,1.6499,1.6070,1.5751,1.5417,1.5176,1.4822,1.4511,1.4383,"and have looked in fear furt will be the\ncords; mallong ove\nis halnor liver, ""Aniside. Boryict into"
0.0003,6,384,32,64,4,"[2048, 86]",1.3847286701202393,117.46330404281616,4.6065,2.3924,2.0428,1.8434,1.7347,1.6454,1.5823,1.5404,1.4854,1.4522,1.4081,1.3826,1.3604,1.3295,1.2989,"me different. ""That will more out? The\neyes in desceplia and yetered Gor.\nIt week his hend head. Gra"
0.0003,6,384,32,64,6,"[2048, 86]",1.3092491626739502,167.18964767456055,4.5931,2.3568,2.0105,1.8278,1.7054,1.6117,1.5426,1.4827,1.4354,1.3867,1.3527,1.3174,1.2839,1.2534,1.2248,"DKAN McKAY\nHigh PEACORD\n36\nSEAN McKaY\nAnayah montinught. The matter a maeuw camp.""\nAnayah asked the"
0.0003,6,384,64,64,2,"[4096, 86]",1.4314240217208862,90.98989081382751,4.6110,2.4898,2.2201,1.9761,1.8298,1.7430,1.6680,1.6029,1.5448,1.5017,1.4572,1.4179,1.3883,1.3559,1.3329,"what the to get me, but of went perish, and the stonse.\nGratta of the comme."" Gratta poing he's pros"
0.0003,6,384,64,64,4,"[4096, 86]",1.242793083190918,160.81192016601562,4.5838,2.4520,2.1461,1.8934,1.7377,1.6208,1.5441,1.4714,1.4080,1.3628,1.3118,1.2674,1.2274,1.1928,1.1487,"knot betraying the cold the otYes, we judge\nbarrelly a tuon. His fur trude, and he faiting they help"
0.0003,6,384,64,64,6,"[4096, 86]",1.1846572160720825,229.83353805541992,4.6329,2.4411,2.1192,1.8392,1.6751,1.5561,1.4602,1.3836,1.3242,1.2648,1.2095,1.1617,1.1189,1.0688,1.0284,"al with a come. Arphad leash them entrance, and yelled mo.""\nAnayah had turned to chest and savervalm"
0.0003,6,384,128,64,2,"[8192, 86]",1.3705881834030151,142.12135815620422,4.5464,2.5135,2.3960,2.2181,1.9978,1.8563,1.7416,1.6504,1.5794,1.5209,1.4639,1.4134,1.3672,1.3253,1.2895,"so. Gratta were to se finesd.\n""Ye need to fend, the maeuw not sinice of him.""\nGratta toor battomente"
0.0003,6,384,128,64,4,"[8192, 86]",1.1576045751571655,256.96190667152405,4.6009,2.4928,2.3429,2.0600,1.8442,1.6961,1.5733,1.4847,1.4044,1.3352,1.2721,1.2138,1.1538,1.1123,1.0587,"experation\nand again. ""Can you in!"" Chief Gratta turned in a poured\nproation. Anayah was as said\nas"
0.0003,6,384,128,64,6,"[8192, 86]",1.0015398263931274,370.97826981544495,4.6021,2.4796,2.2940,1.9715,1.7601,1.6022,1.4928,1.3936,1.3090,1.2369,1.1664,1.1026,1.0312,0.9674,0.9058,stompodabes quickly heart. Juckles and for King Anayah.\n65\nCHAPTE ROF I – THE JUDGE THE PETERATE ent
0.0003,8,512,32,32,2,"[1024, 86]",1.44948148727417,68.805415391922,4.5974,2.4382,2.1338,1.9726,1.8673,1.7974,1.7394,1.6805,1.6478,1.6061,1.5745,1.5448,1.5195,1.4930,1.4748,"28 McKAGAY as Perishest the taskled. ""Yes.""\nChief Yah Elyon!"" Yah Elyon is face worsh and protings.\n"
0.0003,8,512,32,32,4,"[1024, 86]",1.3717972040176392,123.88757610321045,4.6305,2.4242,2.0985,1.9289,1.8050,1.7273,1.6537,1.5948,1.5517,1.5229,1.4722,1.4561,1.4254,1.3977,1.3722,"to this table campose. They on DESPlanners of den\nand wetMing\nand thered the to imatered heard?""\n""Bu"
0.0003,8,512,32,32,6,"[1024, 86]",1.3477805852890015,180.3417935371399,4.5897,2.4283,2.1095,1.9091,1.7781,1.6941,1.6233,1.5699,1.5228,1.4814,1.4466,1.3987,1.3760,1.3401,1.3287,once face. Torial for a land resect blits if That maeuws.\nGratta lood and Arphad's part ovey that\nha
0.0003,8,512,64,32,2,"[2048, 86]",1.3685238361358643,84.38357591629028,4.5778,2.4784,2.2037,1.9910,1.8654,1.7621,1.6776,1.6113,1.5658,1.5112,1.4685,1.4321,1.3956,1.3657,1.3418,"as with you came my.""\nKel's\nsong. Chief ever. ""I last is unnish, on your aws mightaised\nsicued we pi"
0.0003,8,512,64,32,4,"[2048, 86]",1.2443170547485352,156.76790380477905,4.6108,2.4633,2.1913,1.9392,1.7955,1.6667,1.5762,1.5196,1.4566,1.3995,1.3545,1.3219,1.2764,1.2322,1.2002,"this ago, usief off we can't large our ame.\nGratta spored to a hundred. His turned woundy had\nbesard"
0.0003,8,512,64,32,6,"[2048, 86]",1.2049697637557983,226.56559538841248,4.5813,2.4555,2.1855,1.9027,1.7205,1.6108,1.5311,1.4586,1.3852,1.3423,1.2868,1.2424,1.2035,1.1476,1.1191,"st watclection you as welcommands?""\n""Yes! Even nose Thase is accept able weaked\n32\nCHAPTER II\nTHE\ngi"
0.0003,8,512,128,32,2,"[4096, 86]",1.3617265224456787,127.76807689666748,4.5937,2.4987,2.3669,2.1878,1.9860,1.8405,1.7306,1.6464,1.5820,1.5174,1.4645,1.4269,1.3774,1.3385,1.2963,"""Honce. Will saveyes went aliste word need th trear to\nsomple."" Taka's he noddered and slows undies."
0.0003,8,512,128,32,4,"[4096, 86]",1.191749095916748,239.75140976905823,4.6290,2.4805,2.3466,2.0569,1.8521,1.7001,1.6007,1.4960,1.4221,1.3588,1.2935,1.2343,1.1937,1.1335,1.0819,"echapt to the scame him. I assiss you rest as you\nand swert ittatched.""\nThe Taka nodded and said. He"
0.0003,8,512,128,32,6,"[4096, 86]",1.077757477760315,349.31934928894043,4.5320,2.4928,2.3533,2.0764,1.8291,1.6745,1.5481,1.4429,1.3609,1.2832,1.2193,1.1487,1.0866,1.0269,0.9599,"unded a mint ground and sneezed he said, ""I valley our\nwon't too."" Namal pared as this nodded.""\nHe n"
0.0003,8,512,32,48,2,"[1536, 86]",1.3989955186843872,77.68553829193115,4.5655,2.3853,2.0589,1.9003,1.7955,1.7182,1.6533,1.6056,1.5740,1.5408,1.5043,1.4697,1.4490,1.4257,1.4035,"His Pearana was lust all.""\nGratta daysed to the fur taill scors camp,\nGratta\nand the dircore, the an"
0.0003,8,512,32,48,4,"[1536, 86]",1.3447855710983276,139.68282270431519,4.5669,2.3666,2.0209,1.8358,1.7062,1.6353,1.5588,1.5099,1.4669,1.4242,1.3944,1.3438,1.3243,1.2942,1.2700,"may childers, some for this tent.\n""Why a treathered how that thires, we have at one excepts in helpe"
0.0003,8,512,32,48,6,"[1536, 86]",1.336878776550293,201.7758400440216,4.6269,2.3656,2.0120,1.8241,1.6921,1.5977,1.5420,1.4791,1.4274,1.3909,1.3510,1.3096,1.2817,1.2617,1.2142,"legst maeuw the trade ose."" Anayah was pleased. If do not peake mert the not could be tent.""\n""Ar!"" A"
0.0003,8,512,64,48,2,"[3072, 86]",1.341112732887268,104.4607093334198,4.6732,2.4505,2.1329,1.9242,1.7932,1.6890,1.6132,1.5491,1.4899,1.4460,1.4076,1.3680,1.3248,1.2939,1.2656,"you.""\n""Some you shall. I We maeuw is midn't he smande to the\nharte\nbunly returned, ""as Taka's asknew"
0.0003,8,512,64,48,4,"[3072, 86]",1.1340738534927368,192.4435510635376,4.5789,2.4320,2.0688,1.8203,1.6727,1.5671,1.4847,1.4178,1.3567,1.3029,1.2535,1.2128,1.1609,1.1191,1.0821,"towed again.\n4\nCHAPTER III – SEEKING PEACE\nthim. Senders has prond only foul find littly, they High\n"
0.0003,8,512,64,48,6,"[3072, 86]",1.1261438131332397,282.1011321544647,4.6423,2.4358,2.0937,1.8192,1.6489,1.5280,1.4373,1.3661,1.3035,1.2350,1.1871,1.1251,1.0770,1.0230,0.9727,"efend each of your Pranothers,"" said as Grattacked as\nperful a maeuw delightle. Forch met\nme torch l"
0.0003,8,512,128,48,2,"[6144, 86]",1.2113920450210571,170.15929579734802,4.6257,2.4863,2.3256,2.0794,1.8685,1.7369,1.6451,1.5514,1.4881,1.4223,1.3664,1.3133,1.2703,1.2236,1.1919,Yah that they sent sy and worke bance. I had now\nmilia smell that themself your dised to be the maue
0.0003,8,512,128,48,4,"[6144, 86]",1.0414081811904907,311.81081557273865,4.5784,2.4724,2.2848,1.9858,1.7772,1.6354,1.5127,1.4214,1.3426,1.2592,1.1973,1.1290,1.0754,1.0100,0.9414,"wah the battle deling, waited as loared to Gratta, and the\nloomed. ""Thing are, but we shooi waters w"
0.0003,8,512,128,48,6,"[6144, 86]",0.8903126120567322,433.28774881362915,4.6402,2.4673,2.2880,1.9409,1.7150,1.5618,1.4328,1.3305,1.2368,1.1622,1.0762,0.9939,0.9081,0.8298,0.7487,"Veroosht going their far in the box, in on hoping a\nthat way seaked maget. Gratta again easted growl"
0.0003,8,512,32,64,2,"[2048, 86]",1.4285972118377686,86.84260606765747,4.6175,2.3441,2.0251,1.8626,1.7539,1.6820,1.6162,1.5608,1.5184,1.4876,1.4562,1.4215,1.3882,1.3652,1.3454,"Vallites tablit – signad.\nGratta unched use as good. ""Commadering on witen as\ntooldier. Chief Gratta"
0.0003,8,512,32,64,4,"[2048, 86]",1.278483271598816,155.0892689228058,4.6018,2.3107,1.9561,1.7639,1.6663,1.5731,1.5100,1.4661,1.4117,1.3669,1.3253,1.2904,1.2651,1.2257,1.1996,"Gratta was nodded. He least cert like a me lattleg to the guard you.""\nAnayah smiled. The cramp crous"
0.0003,8,512,32,64,6,"[2048, 86]",1.2254774570465088,224.9478838443756,4.5616,2.3184,1.9401,1.7516,1.6323,1.5497,1.4692,1.4075,1.3605,1.3127,1.2698,1.2360,1.1967,1.1626,1.1250,General Aidden's adviced and master one\n42\nCHAPTERITE I – SEEKING WILLALILIGIN:\nISINIVIIMEN't MeAcKa
0.0003,8,512,64,64,2,"[4096, 86]",1.2701489925384521,126.98724675178528,4.6476,2.4285,2.0750,1.8658,1.7251,1.6331,1.5491,1.4844,1.4259,1.3802,1.3470,1.3038,1.2658,1.2303,1.1934,Allights. Shoulding looked up at the other reply. Is wed\nmigistationed the smill Thas we mefooninain
0.0003,8,512,64,64,4,"[4096, 86]",1.0892874002456665,234.2218587398529,4.5734,2.4057,2.0237,1.7957,1.6287,1.5192,1.4325,1.3560,1.2936,1.2366,1.1798,1.1335,1.0832,1.0319,0.9807,"turned his take for the said about this hundanswered throug\nsundied as the as horse, ""Yes, even boug"
0.0003,8,512,64,64,6,"[4096, 86]",1.001777172088623,339.9123375415802,4.6245,2.4106,2.0274,1.7550,1.5924,1.4586,1.3733,1.2906,1.2232,1.1547,1.0938,1.0322,0.9655,0.9045,0.8381,"me, sir!"" Gratta looked backed backet to\nnightly had a bound on his\ncrage. Week is through the veil"
0.0003,8,512,128,64,2,"[8192, 86]",1.187072992324829,204.1574969291687,4.6544,2.4777,2.3126,2.0300,1.8295,1.6928,1.5906,1.4991,1.4250,1.3630,1.3043,1.2574,1.2099,1.1633,1.1150,"lurned at T6\nChapp? Shapps this troo!""\n""Yes!"" Artainu ther and we were the\ndrisking. We as the vand"
0.0003,8,512,128,64,4,"[8192, 86]",0.928087055683136,362.72184109687805,4.7269,2.4664,2.2411,1.9180,1.7147,1.5672,1.4543,1.3508,1.2711,1.1881,1.1211,1.0464,0.9719,0.9077,0.8248,"""Whicking you have withs.""\n""Yes, then give are gone!"" Lamek? They have\nlopfired at feem againsussibl"
0.0003,8,512,128,64,6,"[8192, 86]",0.7542113065719604,504.14255595207214,4.6045,2.4635,2.2743,1.9087,1.6693,1.5051,1.3767,1.2664,1.1702,1.0777,0.9856,0.8899,0.8024,0.7006,0.6101,"Elyong Ri abanslave. If we want, we could fifly\nmay Yah Elyon!"" He could smiled.\nThe tuons row soldi"
0.0003,12,768,32,32,2,"[1024, 86]",1.491278886795044,105.96448373794556,4.6070,2.3269,2.0674,1.8825,1.7783,1.6969,1.6362,1.5899,1.5521,1.5217,1.4845,1.4486,1.4203,1.4046,1.3755,"guards to know her, and we the stuon\nfightiod.""\nNowiah come oples, who this voice songst king with t"
0.0003,12,768,32,32,4,"[1024, 86]",1.399212121963501,199.3926043510437,4.7108,2.3546,2.0083,1.8410,1.7271,1.6550,1.5734,1.5155,1.4729,1.4452,1.4027,1.3644,1.3461,1.2963,1.2784,"there what the tone a gare, nothing tradion warrith to rack, and the you puy, if you send the must."
0.0003,12,768,32,32,6,"[1024, 86]",1.4332777261734009,292.4119520187378,4.6282,2.3973,2.0534,1.8615,1.7317,1.6404,1.5755,1.5137,1.4704,1.4267,1.3865,1.3476,1.3130,1.2861,1.2473,"Tilla troosed bestrung\nthad walking muss?"" O\n""Yes, sIt will pain a life. General Beriyah to additenc"
0.0003,12,768,64,32,2,"[2048, 86]",1.2181555032730103,137.0209023952484,4.5984,2.4206,2.0838,1.8726,1.7390,1.6278,1.5500,1.4898,1.4299,1.3844,1.3428,1.2974,1.2604,1.2205,1.1874,"""What not day are\ngreat to his wound raisince to specion and said an trace\nover the dance,but sures"
0.0003,12,768,64,32,4,"[2048, 86]",1.1285655498504639,258.32820892333984,4.5873,2.4258,2.0841,1.8179,1.6717,1.5608,1.4672,1.3976,1.3264,1.2895,1.2220,1.1740,1.1209,1.0830,1.0307,"Chief Gratta copnest the Pyrran delegations had\nwounded me, we must must be and don't surraveley day"
0.0003,12,768,64,32,6,"[2048, 86]",0.9888836741447449,380.4275608062744,4.6019,2.4567,2.1099,1.8444,1.6689,1.5472,1.4504,1.3771,1.2996,1.2309,1.1812,1.1284,1.0720,1.0123,0.9570,"""veah a true them to dearly me ae slick of the cubs, but I\nwould will have they could\nmay of the ga"
0.0003,12,768,128,32,2,"[4096, 86]",1.172101378440857,214.4943516254425,4.5553,2.4738,2.2818,1.9866,1.7982,1.6582,1.5555,1.4624,1.3878,1.3250,1.2703,1.2169,1.1631,1.1047,1.0573,"from a midily refummeine coulde tries, he would sign coursembers\nas you tour finithful behind Qurgik"
0.0003,12,768,128,32,4,"[4096, 86]",0.9365093111991882,395.53316259384155,4.6273,2.4696,2.2885,1.9262,1.6930,1.5414,1.4434,1.3389,1.2575,1.1729,1.1052,1.0322,0.9541,0.8836,0.8079,"eepies."" Gratta looked an slavers. ""I have best must\nanswe. She looked forwarour and cave start, cam"
0.0003,12,768,128,32,6,"[4096, 86]",0.8240715265274048,521.4033575057983,4.5157,2.4856,2.3340,2.0106,1.7484,1.5625,1.4227,1.3094,1.2091,1.1103,1.0139,0.9272,0.8365,0.7311,0.6372,"All smiled, and said Tike on Torial in thas.\nPelana moved to the side and at him the ground at and\no"
0.0003,12,768,32,48,2,"[1536, 86]",1.4281501770019531,121.69216346740723,4.6423,2.2622,1.9662,1.8030,1.6997,1.6371,1.5649,1.5040,1.4762,1.4461,1.4018,1.3730,1.3478,1.3148,1.2897,cart to his head. The horses woodded the\nthat hidnight the High Prie was kight'e besapped ox\nfear do
0.0003,12,768,32,48,4,"[1536, 86]",1.2191169261932373,225.10895347595215,4.5446,2.2981,1.9315,1.7562,1.6336,1.5562,1.4724,1.4343,1.3804,1.3323,1.3049,1.2615,1.2302,1.1976,1.1610,much in ten quart could passession with follower on ways before ither. Chief that we undring\nonly th
0.0003,12,768,32,48,6,"[1536, 86]",1.1894053220748901,330.09907484054565,4.6864,2.3319,1.9776,1.7719,1.6431,1.5611,1.4742,1.4167,1.3590,1.3145,1.2741,1.2323,1.1936,1.1575,1.1365,"tuon tripwing were growlied again.\nThey know have can't would cade to\ndid know my vigillage, as we w"
0.0003,12,768,64,48,2,"[3072, 86]",1.1552878618240356,174.36172699928284,4.5934,2.3718,1.9994,1.7649,1.6473,1.5451,1.4657,1.4033,1.3429,1.2841,1.2429,1.1846,1.1552,1.1086,1.0629,"the triding on held to desplattencome was when allow mored\nretaion – he low the fur troop that, when"
0.0003,12,768,64,48,4,"[3072, 86]",0.9748969674110413,329.6081917285919,4.6799,2.3975,1.9909,1.7312,1.5794,1.4696,1.3683,1.2920,1.2322,1.1545,1.0913,1.0355,0.9728,0.9130,0.8512,"anything that from?"" Gratta asked his stood up.\n78\nCHAPTER IV – A NEW EEKING PEACE ACCORD\nsure NT. O"
0.0003,12,768,64,48,6,"[3072, 86]",0.892886221408844,465.2131881713867,4.5451,2.4475,2.0364,1.7611,1.6015,1.4716,1.3571,1.2711,1.1989,1.1183,1.0407,0.9788,0.9073,0.8321,0.7679,bow a little of his heart back to warry and the dungeon\nnation for his paw. He had not seen his even
0.0003,12,768,128,48,2,"[6144, 86]",0.9937648177146912,273.0187382698059,4.5719,2.4473,2.2149,1.9079,1.7099,1.5738,1.4675,1.3735,1.2936,1.2200,1.1535,1.0837,1.0202,0.9531,0.8886,"this darty. Arphad, in were easonable. G\n21\nSNamal ran bowe me. Men tray part sudvitional more.\n""No,"
0.0003,12,768,128,48,4,"[6144, 86]",0.6969892978668213,459.8671772480011,4.5717,2.4540,2.1972,1.8269,1.6067,1.4620,1.3370,1.2394,1.1356,1.0462,0.9481,0.8559,0.7570,0.6645,0.5720,Tosircle meetion. Mong Pilisite Verooshta through the side.\nThis youngers should chief the camp to b
0.0003,12,768,128,48,6,"[6144, 86]",0.555836021900177,656.198573589325,4.5587,2.4824,2.2749,1.8682,1.6060,1.4352,1.2953,1.1740,1.0583,0.9350,0.8292,0.7073,0.5908,0.4856,0.3883,68\nCHAPTER IV – A NEW ENEMY\nmoned up a sharve. In probably from Yah Elyon hundred\nof King Anayah and
0.0003,12,768,32,64,2,"[2048, 86]",1.2614195346832275,137.87950253486633,4.6384,2.2225,1.9175,1.7503,1.6432,1.5716,1.5123,1.4592,1.4125,1.3784,1.3378,1.3069,1.2696,1.2372,1.2160,"51\nSEAN McKAY\n""The ciby us! What difference cust 15 maeuws!""\nLamek for them waerforch. The mauews of"
0.0003,12,768,32,64,4,"[2048, 86]",1.139607310295105,260.1532828807831,4.5920,2.2532,1.8898,1.7042,1.5792,1.4949,1.4282,1.3689,1.3312,1.2847,1.2335,1.1974,1.1532,1.1248,1.0806,ledgmer scroll me a hindressed and breew siler friended of this learried and\ngrounderst what may has
0.0003,12,768,32,64,6,"[2048, 86]",1.0690650939941406,376.4865882396698,4.6538,2.2892,1.9078,1.7027,1.5727,1.4714,1.4063,1.3346,1.2790,1.2351,1.1839,1.1397,1.0936,1.0565,1.0227,"22\nCHAPTER V – A DESPERATE Gratta and conting, Gratta could he reaching of the scent downs. As\nven t"
0.0003,12,768,64,64,2,"[4096, 86]",1.0901415348052979,214.71838212013245,4.5369,2.3514,1.9424,1.7390,1.6029,1.5008,1.4198,1.3507,1.2954,1.2333,1.1796,1.1293,1.0778,1.0267,0.9776,"to rescrose the order. His was no darts at a spoked. His did not\nhelp. That Chief Gratta, whopeOked."
0.0003,12,768,64,64,4,"[4096, 86]",0.8795342445373535,397.31188130378723,4.6670,2.3733,1.9279,1.6763,1.5179,1.4062,1.3071,1.2352,1.1549,1.0799,1.0066,0.9346,0.8715,0.7855,0.7202,"shekels, uf you are it walked suppily, she ed, shall a\nlone of of the toors orange bridge. Aidden\nto"
0.0003,12,768,64,64,6,"[4096, 86]",0.7003032565116882,548.6408638954163,4.7155,2.4249,1.9755,1.6855,1.5153,1.3846,1.2716,1.1782,1.0800,0.9879,0.9131,0.8146,0.7340,0.6542,0.5775,sAidden. Why This tribe was ruturning a crafty\nto him. But do near the others around such a for cubs
0.0003,12,768,128,64,2,"[8192, 86]",0.9055376052856445,332.01679039001465,4.6083,2.4306,2.1391,1.8290,1.6267,1.5039,1.3942,1.2999,1.2213,1.1370,1.0679,0.9909,0.9134,0.8304,0.7615,"the lend Gratta could he himself across and said, ""Kir, gran\ntatinl to ascore.""\n""Before Yah! What th"
0.0003,12,768,128,64,4,"[8192, 86]",0.5747101306915283,576.9561700820923,4.5671,2.4480,2.1546,1.7816,1.5548,1.3914,1.2725,1.1466,1.0347,0.9200,0.8131,0.6926,0.5841,0.4816,0.3858,He disceparated Chief Arphad at had the tribes nor\nhelp use from any traps. Even if he was parlayed.
0.00025,6,384,32,32,2,"[1024, 86]",1.6059993505477905,55.117655992507935,4.6363,2.5240,2.2705,2.0996,1.9853,1.9084,1.8415,1.7946,1.7380,1.7038,1.6634,1.6497,1.6186,1.6071,1.5752,"knateed.\n""Wo him was of sation the would of have\ncrowleld a sorting hing ent, he tenturned then at\ng"
0.00025,6,384,32,32,4,"[1024, 86]",1.5144473314285278,97.37587761878967,4.6567,2.4831,2.2317,2.0577,1.9234,1.8281,1.7568,1.6996,1.6569,1.6148,1.5765,1.5418,1.5169,1.4968,1.4802,"mhad's with a ral\nperting. ""WHE VE"" Gor concerenters,\nagon whind looked on said hik?"" Perhaps me pos"
0.00025,6,384,32,32,6,"[1024, 86]",1.5608400106430054,139.82415556907654,4.6334,2.4683,2.2180,2.0270,1.8956,1.8037,1.7241,1.6632,1.6187,1.5654,1.5388,1.5082,1.4621,1.4530,1.4259,"our coulds facuer of durnemby and\nhan is;nayah as sationed and yet, as\nwell nody have. He toidinge."
0.00025,6,384,64,32,2,"[2048, 86]",1.5701196193695068,62.974788427352905,4.6044,2.5523,2.3835,2.1719,2.0271,1.9407,1.8475,1.7754,1.7182,1.6706,1.6252,1.5938,1.5545,1.5281,1.4975,ear they the soon the vell. Gratta wark\nno no nodden of they tuonoss hell camp in to but Tak one\nsum
0.00025,6,384,64,32,4,"[2048, 86]",1.412997841835022,113.44781470298767,4.6472,2.5072,2.3286,2.1123,1.9396,1.8236,1.7296,1.6684,1.5974,1.5488,1.5013,1.4662,1.4398,1.3950,1.3680,"Gratta smiled. ""Sir reach or cances, all over troup as\nhereal swomenting their parw rule\nsomen hough"
0.00025,6,384,64,32,6,"[2048, 86]",1.410097599029541,163.51185083389282,4.5202,2.5048,2.3108,2.0753,1.8851,1.7558,1.6763,1.6035,1.5412,1.4898,1.4316,1.3834,1.3644,1.3233,1.2908,cart in of the ord on. If would clump-joing he\nfor Ar was warriound no sniffe the firs botwing to ne
0.00025,6,384,128,32,2,"[4096, 86]",1.650928258895874,88.14423155784607,4.6061,2.5518,2.4594,2.3661,2.2345,2.1002,1.9794,1.8841,1.8116,1.7464,1.6895,1.6354,1.5917,1.5555,1.5189,"the Valle beentably, to it the tuonly tuon be knowish\nand to flot talrough int. Gratta barriquist.\nH"
0.00025,6,384,128,32,4,"[4096, 86]",1.369177222251892,23069.59202361107,4.6158,2.5240,2.4294,2.3084,2.0997,1.9387,1.8131,1.7167,1.6380,1.5705,1.5149,1.4557,1.4211,1.3685,1.3253,"AcQ oner from this Torial cerch\nand, and he oter said to then way have a cer stent,\nand his finced t"
0.00025,6,384,128,32,6,"[4096, 86]",1.334281325340271,230.58062195777893,4.6964,2.5134,2.4214,2.2665,2.0285,1.8688,1.7420,1.6421,1.5675,1.4969,1.4325,1.3768,1.3227,1.2757,1.2392,"trable age."" Gratta again as the soon. A turned and ange, and in\nthe stook of the and scept, but the"
